Category	Filtered keyword	Lvl 1	Lvl 2	Biofilm flag
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 263	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2630	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2631	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2632	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2633	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2634	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2635	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2636	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2637	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2638	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2639	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 264	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2640	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2641	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2642	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2643	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2644	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2645	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2646	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2647	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2648	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2649	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 265	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2650	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2651	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2652	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2653	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2654	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2655	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2656	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2657	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2658	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2659	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 266	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2660	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2661	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2662	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2663	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2664	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2665	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2666	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2667	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2668	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2669	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 267	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2670	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2671	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2672	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2673	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2674	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2675	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2676	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2677	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2678	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2679	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 268	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2680	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2681	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2682	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2683	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2684	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2685	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2686	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2687	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2688	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2689	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 269	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2690	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2691	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2692	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2693	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2694	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2695	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2696	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2697	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2698	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2699	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 27	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 270	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2700	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2701	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2702	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2703	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2704	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2705	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2706	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2707	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2708	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2709	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 271	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2710	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2711	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2712	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2713	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2714	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2715	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2716	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2717	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2718	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2719	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 272	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2720	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2721	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2722	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2723	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2724	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2725	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2726	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2727	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2728	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2729	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 273	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2730	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2731	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2733	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2734	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2735	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2736	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2737	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2738	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2739	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 274	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2740	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2741	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2742	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2743	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2744	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2745	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2746	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2747	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2748	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2749	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 275	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2750	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2751	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2752	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2753	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2754	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2755	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2756	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2757	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2758	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2759	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 276	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2760	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2761	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2762	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2763	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2764	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2765	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2766	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2767	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2768	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2769	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 277	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2770	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2771	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2772	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2773	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2774	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2775	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2776	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2777	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2778	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2779	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 278	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2780	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2781	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2782	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2783	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2784	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2785	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2786	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2787	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2788	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2789	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 279	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2790	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2791	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2792	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2793	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2794	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2795	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2796	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2797	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2798	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2799	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 28	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 280	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2800	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2801	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2802	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2803	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2804	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2805	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2806	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2807	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2808	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2809	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 281	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2810	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2811	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2812	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2813	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2814	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2815	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2816	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2817	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2818	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2819	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 282	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2820	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2821	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2822	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2823	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2824	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2825	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2826	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2827	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2828	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2829	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 283	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2830	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2831	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2832	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2833	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2834	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2835	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2836	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2837	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2838	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2839	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 284	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2840	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2841	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2842	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2843	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2844	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2845	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2846	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2847	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2848	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2849	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 285	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2850	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2851	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2852	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2853	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2854	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2855	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2856	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2857	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2858	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2859	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 286	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2860	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2861	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2862	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2863	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2864	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2865	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2866	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2867	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2868	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2869	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 287	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2870	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2871	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2872	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2873	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2874	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2875	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2876	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2877	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2878	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2879	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 288	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2880	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2881	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2882	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2883	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2884	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2885	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2886	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2887	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2888	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2889	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 289	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2890	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2891	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2892	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2893	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2894	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2895	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2896	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2897	Human-associated	Digestive system	
DATA_Descr	Human gut metagenome, SCAPIS Malmo, sample 2898	Human-associated	Digestive system	
